,Unnamed: 0,Country,Title,Year,Form of Violence,Full_Text,Brief_Description,Source of Info,Full_Text_Language,Country_Official_Spoken_Language,Type_of_Measures_1,Type_of_Measures_2,Population(2020),Yearly_Change,Net_Change,Density(P/Km),Land Area(Km),Migrants(net),Fert_Rate,Med_Age,UrbanPop %,WorldShare,Region,Income group,Rank_2020,Lower or single House Elections_2020,Lower or single House Seats_2020,Lower or single House Women_2020,Lower or single House % of Women_2020,Upper chamber Elections_2020,Upper chamber Seats_2020,Upper chamber Women_2020,Upper chamber % of Women_2020
31,31,Somalia,"Administrative Data on Reported Cases of Sexual Violence in South Central and Mogadishu, Somalia",2012,Sexual violence,"During the first half of 2013, there were about 800 cases of sexual violence and gender-based violence reported in Magadishu, the largest capital city of Somalia.  Over 1,700 cases of rape were registered in Mogadishu and surrounding areas between January and November 2012.  Reports state that approximately one third of victims of sexual violence in Somalia are children.  In 2012, 1,220 sexual violence cases were reported from South Central, of which 35% of rape cases were against children. The government acknowledges that the actual number is likely to be much higher.",,"Federal Government of Somalia, National Review on Beijing+20, page 24 Section 3.4",,Arabic,Administrative data ,  Justice,"15,893,222",2.92%,"450,317",25,"627,340","-40,000",6.1,17,47%,0.20%,Sub-Saharan Africa,Low income,79.0,10.2016,275,67,24.4,10.2016,54,13,24.1
32,32,Somalia,"Article 398 (1) of the Penal Code, Legislative Decree No. 5 of 16 December 1962 (Laws to Prevent Crimes of Sexual Violence)",1962,Sexual violence,"Article 398 (1) of the Penal Code, Legislative Decree No. 5 states that whoever uses violence or threats to have carnal intercourse with a person of the other sex shall be punished with imprisonment for five to fifteen years.  The same punishment will be imposed on anyone who has carnal intercourse with a person who is incapable of giving consent or with a person who has been deceived by the offender impersonating another person.",,"Federal Government of Somalia, National Review on Beijing+20, page 23 Section 3.4
For more information [http://www.refworld.org/cgi-bin/texis/vtx/rwmain?page=search&docid=4bc5906e2&skip=0&query=civil code&coi=SOM]please click here. ",,Arabic,Violence against women ,  Legislation,"15,893,222",2.92%,"450,317",25,"627,340","-40,000",6.1,17,47%,0.20%,Sub-Saharan Africa,Low income,79.0,10.2016,275,67,24.4,10.2016,54,13,24.1
33,33,Somalia,"Article 398 (3) of the Penal Code, Legislative Decree No. 5 of 16 December 1962 (Laws to Prevent Public Officers from Sexual Assault Perpetration)",1962,Sexual violence,"Article 398 (3) of the Penal Code, Legislative Decree No. 5 states that a punishment of five to fifteen years imprisonment is applied to public officers who, by abuse of power, have carnal intercourse with people who are under arrest or detained in custody under the said officer.",,"Federal Government of Somalia, National Review on Beijing+20, page 23 Section 3.4
For more information [http://www.refworld.org/cgi-bin/texis/vtx/rwmain?page=search&docid=4bc5906e2&skip=0&query=civil code&coi=SOM]please click here. ",,Arabic,Violence against women ,  Legislation,"15,893,222",2.92%,"450,317",25,"627,340","-40,000",6.1,17,47%,0.20%,Sub-Saharan Africa,Low income,79.0,10.2016,275,67,24.4,10.2016,54,13,24.1
34,34,Somalia,"Administrative Data on Reported Cases of Sexual Violence in South Central and Mogadishu, Somalia",2012,Sexual violence,"During the first half of 2013, there were about 800 cases of sexual violence and gender-based violence reported in Magadishu, the largest capital city of Somalia.  Over 1,700 cases of rape were registered in Mogadishu and surrounding areas between January and November 2012.  Reports state that approximately one third of victims of sexual violence in Somalia are children.  In 2012, 1,220 sexual violence cases were reported from South Central, of which 35% of rape cases were against children. The government acknowledges that the actual number is likely to be much higher.",,"Federal Government of Somalia, National Review on Beijing+20, page 24 Section 3.4",English,Arabic,Administrative data ,  Justice,"15,893,222",2.92%,"450,317",25,"627,340","-40,000",6.1,17,47%,0.20%,Sub-Saharan Africa,Low income,79.0,10.2016,275,67,24.4,10.2016,54,13,24.1
35,35,Somalia,"Article 398 (1) of the Penal Code, Legislative Decree No. 5 of 16 December 1962 (Laws to Prevent Crimes of Sexual Violence)",1962,Sexual violence,"Article 398 (1) of the Penal Code, Legislative Decree No. 5 states that whoever uses violence or threats to have carnal intercourse with a person of the other sex shall be punished with imprisonment for five to fifteen years.  The same punishment will be imposed on anyone who has carnal intercourse with a person who is incapable of giving consent or with a person who has been deceived by the offender impersonating another person.",,"Federal Government of Somalia, National Review on Beijing+20, page 23 Section 3.4
For more information [http://www.refworld.org/cgi-bin/texis/vtx/rwmain?page=search&docid=4bc5906e2&skip=0&query=civil code&coi=SOM]please click here. ",English,Arabic,Violence against women ,  Legislation,"15,893,222",2.92%,"450,317",25,"627,340","-40,000",6.1,17,47%,0.20%,Sub-Saharan Africa,Low income,79.0,10.2016,275,67,24.4,10.2016,54,13,24.1
36,36,Somalia,"Article 398 (3) of the Penal Code, Legislative Decree No. 5 of 16 December 1962 (Laws to Prevent Public Officers from Sexual Assault Perpetration)",1962,Sexual violence,"Article 398 (3) of the Penal Code, Legislative Decree No. 5 states that a punishment of five to fifteen years imprisonment is applied to public officers who, by abuse of power, have carnal intercourse with people who are under arrest or detained in custody under the said officer.",,"Federal Government of Somalia, National Review on Beijing+20, page 23 Section 3.4
For more information [http://www.refworld.org/cgi-bin/texis/vtx/rwmain?page=search&docid=4bc5906e2&skip=0&query=civil code&coi=SOM]please click here. ",English,Arabic,Violence against women ,  Legislation,"15,893,222",2.92%,"450,317",25,"627,340","-40,000",6.1,17,47%,0.20%,Sub-Saharan Africa,Low income,79.0,10.2016,275,67,24.4,10.2016,54,13,24.1
37,37,Swaziland,Children's Protection and Welfare Act,2012,Child early and forced marriage,"The Children’s Protection and Welfare Act (2012), endorsed on 8 September 2012, bans early/child marriages.",,IRIN News (OCHA),English,English,Violence against women ,  Legislation,"1,160,164",1.05%,"12,034",67,"17,200","-8,353",3.0,21,30%,0.01%,,,,,,,,,,,
38,38,Swaziland,Prevention of People Trafficking and People Smuggling Act,2009,Trafficking,The Prevention of People Trafficking and People Smuggling Act of 2009 was enacted to prevent human trafficking and provide holistic services to survivors.  The Act covers both internal and transnational forms of trafficking and provides for survivors restitution through the forfeiture of offenders property.,,"Government of Swaziland, National Review on Beijing+20, 2014 7.4.7",English,English,Violence against women ,  Legislation,"1,160,164",1.05%,"12,034",67,"17,200","-8,353",3.0,21,30%,0.01%,,,,,,,,,,,
39,39,Swaziland,National Survey on Violence against Children in Swaziland,2007,Sexual violence,"Violence against children is a significant global health and human rights problem, and a growing concern in sub-Saharan Africa. The problem of violence against children spans geographical boundaries, culture, race, class, and religion. It can be expressed in the form of physical or sexual assault or abuse, psychological or emotional abuse, and deprivation or neglect. Violence against children is a profound violation of human rights and has devastating short- and long-term mental and physical health consequences.

This report focuses primarily on sexual violence against female children. According to the World Report on Violence and Health, sexual violence is defined as “any sexual act, attempt to obtain a sexual act, unwanted sexual comments or advances, or acts to traffic, or otherwise directed, against a person’s sexuality using coercion, by any person regardless of their relationship to the victim, in any setting, including but not limited to home and work.”

The results of this study indicate that violence against female children is highly prevalent in Swaziland. Approximately 1 in 3 females experienced some form of sexual violence as a child; nearly 1 in 4 females experienced physical violence as a child; and approximately 3 in 10 females experienced emotional abuse as
a child.

Boyfriends and husbands were the most frequent perpetrators of sexual violence; male relatives (other than the victims’ father) were the most frequent perpetrators of physical violence; and female relatives were the most frequent perpetrators of emotional abuse. Incidents of sexual violence most frequently occurred in the home, either the home of the respondent or the home of a friend, relative or neighbor.

Over half of all incidents of child sexual violence were not reported to anyone, and less than 1 in 7 incidents resulted in a female seeking help from available services. Females indicated the primary reason for not reporting sexual violence was that they were not aware that what they had experienced was abuse. Many females also reported a fear of abandonment if they told anyone about the violence they had experienced. These numbers suggest a lack of understanding of what sexual violence is and how and where to report such incidents. In regard to physical violence, in only 1 out of 5 cases did females seek help from available services, despite the fact that nearly 1 in 4 resulted in injury that was serious enough to consult a doctor.


The objectives of this survey were to
(1) describe the epidemiologic patterns of sexual violence and other forms of violence;
(2) identify potential risk and protective factors for sexual violence;
(3) assess the knowledge and utilization of health services available for victims of sexual violence and other forms of violence;
(4) identify areas for further research;
(5) raise awareness about violence as an important health problem; and
(6) make recommendations on improving and enhancing interventions to better identify, treat and prevent sexual violence against children and its health related consequences.",National Survey on Violence against Children in Swaziland,UNICEF Swaziland,,English,Research and statistical data ,  Violence against children survey,"1,160,164",1.05%,"12,034",67,"17,200","-8,353",3.0,21,30%,0.01%,,,,,,,,,,,
40,40,Swaziland,National Survey on Violence against Children in Swaziland,2007,Sexual violence,"Violence against children is a significant global health and human rights problem, and a growing concern in sub-Saharan Africa. The problem of violence against children spans geographical boundaries, culture, race, class, and religion. It can be expressed in the form of physical or sexual assault or abuse, psychological or emotional abuse, and deprivation or neglect. Violence against children is a profound violation of human rights and has devastating short- and long-term mental and physical health consequences.

This report focuses primarily on sexual violence against female children. According to the World Report on Violence and Health, sexual violence is defined as “any sexual act, attempt to obtain a sexual act, unwanted sexual comments or advances, or acts to traffic, or otherwise directed, against a person’s sexuality using coercion, by any person regardless of their relationship to the victim, in any setting, including but not limited to home and work.”

The results of this study indicate that violence against female children is highly prevalent in Swaziland. Approximately 1 in 3 females experienced some form of sexual violence as a child; nearly 1 in 4 females experienced physical violence as a child; and approximately 3 in 10 females experienced emotional abuse as
a child.

Boyfriends and husbands were the most frequent perpetrators of sexual violence; male relatives (other than the victims’ father) were the most frequent perpetrators of physical violence; and female relatives were the most frequent perpetrators of emotional abuse. Incidents of sexual violence most frequently occurred in the home, either the home of the respondent or the home of a friend, relative or neighbor.

Over half of all incidents of child sexual violence were not reported to anyone, and less than 1 in 7 incidents resulted in a female seeking help from available services. Females indicated the primary reason for not reporting sexual violence was that they were not aware that what they had experienced was abuse. Many females also reported a fear of abandonment if they told anyone about the violence they had experienced. These numbers suggest a lack of understanding of what sexual violence is and how and where to report such incidents. In regard to physical violence, in only 1 out of 5 cases did females seek help from available services, despite the fact that nearly 1 in 4 resulted in injury that was serious enough to consult a doctor.


The objectives of this survey were to
(1) describe the epidemiologic patterns of sexual violence and other forms of violence;
(2) identify potential risk and protective factors for sexual violence;
(3) assess the knowledge and utilization of health services available for victims of sexual violence and other forms of violence;
(4) identify areas for further research;
(5) raise awareness about violence as an important health problem; and
(6) make recommendations on improving and enhancing interventions to better identify, treat and prevent sexual violence against children and its health related consequences.",National Survey on Violence against Children in Swaziland,UNICEF Swaziland,English,English,Research and statistical data ,  Violence against children survey,"1,160,164",1.05%,"12,034",67,"17,200","-8,353",3.0,21,30%,0.01%,,,,,,,,,,,
